"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Panama","Production","1982","tonnes","277.00",""
"Panama","Production","1981","tonnes","273.00",""
"Panama","Production","1980","tonnes","256.00",""
"Panama","Production","1979","tonnes","246.00",""
"Panama","Production","1978","tonnes","309.00",""
"Panama","Production","1977","tonnes","291.00",""
"Panama","Production","1976","tonnes","305.00",""
"Panama","Production","1975","tonnes","311.00",""
"Panama","Production","1974","tonnes","300.00",""
"Panama","Production","1973","tonnes","290.00",""
"Panama","Production","1972","tonnes","254.00",""
"Panama","Production","1971","tonnes","266.00",""
"Panama","Production","1970","tonnes","216.00",""
"Panama","Production","1969","tonnes","150.00",""
"Panama","Production","1968","tonnes","120.00",""
"Panama","Production","1967","tonnes","120.00",""
"Panama","Production","1966","tonnes","140.00",""
"Panama","Production","1965","tonnes","150.00",""
"Panama","Production","1964","tonnes","140.00",""
"Panama","Production","1963","tonnes","140.00",""
"Panama","Production","1962","tonnes","150.00",""
"Panama","Production","1961","tonnes","140.00",""
"Paraguay","Production","2019","tonnes","1831.00","Im"
"Paraguay","Production","2018","tonnes","1896.00","Im"
"Paraguay","Production","2017","tonnes","1625.00","Im"
"Paraguay","Production","2016","tonnes","1564.00","Im"
"Paraguay","Production","2015","tonnes","1491.00","Im"
"Paraguay","Production","2014","tonnes","1450.00","F"
"Paraguay","Production","2013","tonnes","1450.00","F"
"Paraguay","Production","2012","tonnes","1380.00","F"
"Paraguay","Production","2011","tonnes","1380.00","F"
"Paraguay","Production","2010","tonnes","1300.00","F"
"Paraguay","Production","2009","tonnes","1450.00","F"
"Paraguay","Production","2008","tonnes","1400.00","F"
"Paraguay","Production","2007","tonnes","1600.00","F"
"Paraguay","Production","2006","tonnes","1600.00","F"
"Paraguay","Production","2005","tonnes","1610.00","F"
"Paraguay","Production","2004","tonnes","1960.00","F"
"Paraguay","Production","2003","tonnes","2240.00","F"
"Paraguay","Production","2002","tonnes","5224.00","Im"
"Paraguay","Production","2001","tonnes","5950.00","F"
"Paraguay","Production","2000","tonnes","5600.00","F"
"Paraguay","Production","1999","tonnes","7350.00","F"
"Paraguay","Production","1998","tonnes","8630.00","Im"
"Paraguay","Production","1997","tonnes","8826.00","Im"
"Paraguay","Production","1996","tonnes","8000.00","F"
"Paraguay","Production","1995","tonnes","8678.00","Im"
"Paraguay","Production","1994","tonnes","7700.00","F"
"Paraguay","Production","1993","tonnes","7445.00","Im"
"Paraguay","Production","1992","tonnes","7400.00","F"
"Paraguay","Production","1991","tonnes","7300.00","F"
"Paraguay","Production","1990","tonnes","7500.00","F"
"Paraguay","Production","1989","tonnes","7600.00","F"
"Paraguay","Production","1988","tonnes","7100.00","F"
"Paraguay","Production","1987","tonnes","6900.00","F"
"Paraguay","Production","1986","tonnes","7300.00","F"
"Paraguay","Production","1985","tonnes","7700.00","F"
"Paraguay","Production","1984","tonnes","7500.00","F"
"Paraguay","Production","1983","tonnes","7700.00","F"
"Paraguay","Production","1982","tonnes","7700.00","F"
"Paraguay","Production","1981","tonnes","7600.00",""
"Paraguay","Production","1980","tonnes","9100.00",""
"Paraguay","Production","1979","tonnes","7600.00",""
"Paraguay","Production","1978","tonnes","6800.00",""
"Paraguay","Production","1977","tonnes","6600.00",""
"Paraguay","Production","1976","tonnes","6700.00",""
"Paraguay","Production","1975","tonnes","4800.00",""
"Paraguay","Production","1974","tonnes","7000.00",""
"Paraguay","Production","1973","tonnes","7500.00",""
"Paraguay","Production","1972","tonnes","7000.00",""
"Paraguay","Production","1971","tonnes","7000.00",""
"Paraguay","Production","1970","tonnes","6000.00",""
"Paraguay","Production","1969","tonnes","6000.00",""
"Paraguay","Production","1968","tonnes","6000.00",""
"Paraguay","Production","1967","tonnes","7000.00",""
"Paraguay","Production","1966","tonnes","6000.00",""
"Paraguay","Production","1965","tonnes","6000.00",""
"Paraguay","Production","1964","tonnes","5760.00",""
"Paraguay","Production","1963","tonnes","5400.00",""
"Paraguay","Production","1962","tonnes","5400.00",""
"Paraguay","Production","1961","tonnes","3700.00",""
"Peru","Production","2019","tonnes","82000.00",""
"Peru","Production","2018","tonnes","82000.00",""
"Peru","Production","2017","tonnes","76500.00",""
"Peru","Production","2016","tonnes","75000.00",""
"Peru","Production","2015","tonnes","74700.00",""
"Peru","Production","2014","tonnes","73000.00",""
"Peru","Production","2013","tonnes","70000.00",""
"Peru","Production","2012","tonnes","65000.00",""
"Peru","Production","2011","tonnes","63000.00",""
"Peru","Production","2010","tonnes","52000.00",""
"Peru","Production","2009","tonnes","51500.00","F"
"Peru","Production","2008","tonnes","62000.00","F"
"Peru","Production","2007","tonnes","61000.00","F"
"Peru","Production","2006","tonnes","60000.00","F"
"Peru","Production","2005","tonnes","59000.00",""
"Peru","Production","2004","tonnes","48000.00",""
"Peru","Production","2003","tonnes","45760.00",""
"Peru","Production","2002","tonnes","40830.00",""
"Peru","Production","2001","tonnes","37320.00",""
"Peru","Production","2000","tonnes","33000.00",""
"Peru","Production","1999","tonnes","12700.00",""
"Peru","Production","1998","tonnes","12000.00",""
"Peru","Production","1997","tonnes","12000.00","F"
"Peru","Production","1996","tonnes","11117.00",""
"Peru","Production","1995","tonnes","10584.00",""
"Peru","Production","1994","tonnes","6670.00","F"
"Peru","Production","1993","tonnes","6670.00","F"
"Peru","Production","1992","tonnes","6700.00","F"
"Peru","Production","1991","tonnes","10000.00","F"
"Peru","Production","1990","tonnes","10000.00","F"
"Peru","Production","1989","tonnes","10000.00","F"
"Peru","Production","1988","tonnes","10000.00","F"
"Peru","Production","1987","tonnes","10000.00","F"
"Peru","Production","1986","tonnes","10000.00","F"
"Peru","Production","1985","tonnes","10000.00","F"
"Peru","Production","1984","tonnes","9500.00","F"
"Peru","Production","1983","tonnes","9000.00",""
"Peru","Production","1982","tonnes","9000.00",""
"Peru","Production","1981","tonnes","9000.00","F"
"Peru","Production","1980","tonnes","9000.00","F"
"Peru","Production","1979","tonnes","9000.00",""
"Peru","Production","1978","tonnes","9000.00",""
"Peru","Production","1977","tonnes","9000.00",""
"Peru","Production","1976","tonnes","8000.00",""
"Peru","Production","1975","tonnes","8000.00","F"
"Peru","Production","1974","tonnes","8000.00",""
"Peru","Production","1973","tonnes","8000.00",""
"Peru","Production","1972","tonnes","8000.00",""
"Peru","Production","1971","tonnes","8000.00",""
"Peru","Production","1970","tonnes","8000.00",""
"Peru","Production","1969","tonnes","8000.00",""
"Peru","Production","1968","tonnes","12000.00",""
"Peru","Production","1967","tonnes","11000.00",""
"Peru","Production","1966","tonnes","11000.00",""
"Peru","Production","1965","tonnes","11000.00",""
"Peru","Production","1964","tonnes","9000.00",""
"Peru","Production","1963","tonnes","10000.00",""
"Peru","Production","1962","tonnes","10000.00",""
"Peru","Production","1961","tonnes","8000.00",""
"Portugal","Production","2019","tonnes","634885.00",""
"Portugal","Production","2018","tonnes","588372.00",""
"Portugal","Production","2017","tonnes","655759.00",""
"Portugal","Production","2016","tonnes","708562.00",""
"Portugal","Production","2015","tonnes","704467.00",""
"Portugal","Production","2014","tonnes","620575.00",""
"Portugal","Production","2013","tonnes","623134.00",""
"Portugal","Production","2012","tonnes","632710.00",""
"Portugal","Production","2011","tonnes","562236.00",""
"Portugal","Production","2010","tonnes","714792.00",""
"Portugal","Production","2009","tonnes","571072.00",""
"Portugal","Production","2008","tonnes","547962.00",""
"Portugal","Production","2007","tonnes","586676.00",""
"Portugal","Production","2006","tonnes","733784.00",""
"Portugal","Production","2005","tonnes","706373.00",""
"Portugal","Production","2004","tonnes","725720.00",""
"Portugal","Production","2003","tonnes","714906.00",""
"Portugal","Production","2002","tonnes","778900.00",""
"Portugal","Production","2001","tonnes","671000.00",""
"Portugal","Production","2000","tonnes","784400.00",""
"Portugal","Production","1999","tonnes","760159.00",""
"Portugal","Production","1998","tonnes","358000.00",""
"Portugal","Production","1997","tonnes","591415.00",""
"Portugal","Production","1996","tonnes","948000.00",""
"Portugal","Production","1995","tonnes","706000.00",""
"Portugal","Production","1994","tonnes","635000.00",""
"Portugal","Production","1993","tonnes","470000.00",""
"Portugal","Production","1992","tonnes","760000.00",""
"Portugal","Production","1991","tonnes","983000.00",""
"Portugal","Production","1990","tonnes","1110000.00",""
"Portugal","Production","1989","tonnes","759000.00",""
"Portugal","Production","1988","tonnes","370000.00",""
"Portugal","Production","1987","tonnes","1085000.00",""
"Portugal","Production","1986","tonnes","776000.00",""
"Portugal","Production","1985","tonnes","975000.00",""
"Portugal","Production","1984","tonnes","856000.00",""
"Portugal","Production","1983","tonnes","848300.00",""
"Portugal","Production","1982","tonnes","1020680.00",""
"Portugal","Production","1981","tonnes","909510.00",""
"Portugal","Production","1980","tonnes","1029040.00",""
"Portugal","Production","1979","tonnes","1441490.00",""
"Portugal","Production","1978","tonnes","659370.00",""
"Portugal","Production","1977","tonnes","690763.00",""
"Portugal","Production","1976","tonnes","948620.00",""
"Portugal","Production","1975","tonnes","897880.00",""
"Portugal","Production","1974","tonnes","1399430.00",""
"Portugal","Production","1973","tonnes","1117750.00",""
"Portugal","Production","1972","tonnes","834480.00",""
"Portugal","Production","1971","tonnes","883490.00",""
"Portugal","Production","1970","tonnes","1132760.00",""
"Portugal","Production","1969","tonnes","808120.00",""
"Portugal","Production","1968","tonnes","1169040.00",""
"Portugal","Production","1967","tonnes","973966.00",""
"Portugal","Production","1966","tonnes","892788.00",""
"Portugal","Production","1965","tonnes","1474900.00",""
"Portugal","Production","1964","tonnes","1359450.00",""
"Portugal","Production","1963","tonnes","1297938.00",""
"Portugal","Production","1962","tonnes","1526807.00",""
"Portugal","Production","1961","tonnes","742000.00",""
"Republic of Moldova","Production","2019","tonnes","182700.00",""
"Republic of Moldova","Production","2018","tonnes","178490.00",""
"Republic of Moldova","Production","2017","tonnes","171430.00",""
"Republic of Moldova","Production","2016","tonnes","141460.00",""
"Republic of Moldova","Production","2015","tonnes","139506.00",""
"Republic of Moldova","Production","2014","tonnes","149850.00",""
"Republic of Moldova","Production","2013","tonnes","158960.00",""
"Republic of Moldova","Production","2012","tonnes","147540.00",""
"Republic of Moldova","Production","2011","tonnes","131860.00",""
"Republic of Moldova","Production","2010","tonnes","132560.00",""
"Republic of Moldova","Production","2009","tonnes","130000.00",""
"Republic of Moldova","Production","2008","tonnes","159700.00",""
"Republic of Moldova","Production","2007","tonnes","128490.00",""
"Republic of Moldova","Production","2006","tonnes","193812.00",""
"Republic of Moldova","Production","2005","tonnes","373400.00",""
"Republic of Moldova","Production","2004","tonnes","340200.00",""
"Republic of Moldova","Production","2003","tonnes","197900.00",""
"Republic of Moldova","Production","2002","tonnes","154200.00",""
"Republic of Moldova","Production","2001","tonnes","160400.00",""
"Republic of Moldova","Production","2000","tonnes","111200.00",""
"Republic of Moldova","Production","1999","tonnes","73750.00",""
"Republic of Moldova","Production","1998","tonnes","125200.00",""
"Republic of Moldova","Production","1997","tonnes","35400.00","F"
"Republic of Moldova","Production","1996","tonnes","247000.00","F"
