"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Mexico","Production","2009","tonnes","44553.00","Im"
"Mexico","Production","2008","tonnes","55668.00","Im"
"Mexico","Production","2007","tonnes","62994.00","Im"
"Mexico","Production","2006","tonnes","56764.00","Im"
"Mexico","Production","2005","tonnes","41486.00","Im"
"Mexico","Production","2004","tonnes","73011.00","Im"
"Mexico","Production","2003","tonnes","109633.00","Im"
"Mexico","Production","2002","tonnes","101226.00","Im"
"Mexico","Production","2001","tonnes","141140.00","Im"
"Mexico","Production","2000","tonnes","104124.00","Im"
"Mexico","Production","1999","tonnes","144311.00","Im"
"Mexico","Production","1998","tonnes","136104.00","Im"
"Mexico","Production","1997","tonnes","152379.00","Im"
"Mexico","Production","1996","tonnes","133195.00","Im"
"Mexico","Production","1995","tonnes","146576.00","Im"
"Mexico","Production","1994","tonnes","203435.00","Im"
"Mexico","Production","1993","tonnes","166853.00","Im"
"Mexico","Production","1992","tonnes","183384.00","Im"
"Mexico","Production","1991","tonnes","179618.00","Im"
"Mexico","Production","1990","tonnes","153329.00","Im"
"Mexico","Production","1989","tonnes","179146.00","Fc"
"Mexico","Production","1988","tonnes","192702.00","Fc"
"Mexico","Production","1987","tonnes","181018.00","Fc"
"Mexico","Production","1986","tonnes","246433.00","Fc"
"Mexico","Production","1985","tonnes","219353.00","Fc"
"Mexico","Production","1984","tonnes","206221.00","Fc"
"Mexico","Production","1983","tonnes","229596.00","Fc"
"Mexico","Production","1982","tonnes","230468.00","Fc"
"Mexico","Production","1981","tonnes","232850.00","Fc"
"Mexico","Production","1980","tonnes","170309.00","Fc"
"Mexico","Production","1979","tonnes","157031.00","Fc"
"Mexico","Production","1978","tonnes","165333.00","Fc"
"Mexico","Production","1977","tonnes","114046.00","Fc"
"Mexico","Production","1976","tonnes","109717.00","Fc"
"Mexico","Production","1975","tonnes","95903.00","Fc"
"Mexico","Production","1974","tonnes","92721.00","Fc"
"Mexico","Production","1973","tonnes","84834.00","Fc"
"Mexico","Production","1972","tonnes","74595.00","Fc"
"Mexico","Production","1971","tonnes","71713.00","Fc"
"Mexico","Production","1970","tonnes","70348.00","Fc"
"Mexico","Production","1969","tonnes","46179.00","Fc"
"Mexico","Production","1968","tonnes","43227.00","Fc"
"Mexico","Production","1967","tonnes","40287.00","Fc"
"Mexico","Production","1966","tonnes","41742.00","Fc"
"Mexico","Production","1965","tonnes","38956.00","Fc"
"Mexico","Production","1964","tonnes","34555.00","Fc"
"Mexico","Production","1963","tonnes","32458.00","Fc"
"Mexico","Production","1962","tonnes","28238.00","Fc"
"Mexico","Production","1961","tonnes","29262.00","Fc"
"Mongolia","Production","2019","tonnes","282.00",""
"Mongolia","Production","2018","tonnes","110.00",""
"Mongolia","Production","2017","tonnes","103.00",""
"Mongolia","Production","2016","tonnes","80.00",""
"Mongolia","Production","2015","tonnes","75.00",""
"Montenegro","Production","2019","tonnes","13045.00","Im"
"Montenegro","Production","2018","tonnes","14421.00","Im"
"Montenegro","Production","2017","tonnes","13289.00","Im"
"Montenegro","Production","2016","tonnes","17244.00","Im"
"Montenegro","Production","2015","tonnes","15087.00","Im"
"Montenegro","Production","2014","tonnes","9658.00","Im"
"Montenegro","Production","2013","tonnes","16000.00","F"
"Montenegro","Production","2012","tonnes","17420.00",""
"Montenegro","Production","2011","tonnes","11790.00",""
"Montenegro","Production","2010","tonnes","17986.00",""
"Montenegro","Production","2009","tonnes","17094.00",""
"Montenegro","Production","2008","tonnes","16980.00",""
"Montenegro","Production","2007","tonnes","12991.00",""
"Montenegro","Production","2006","tonnes","16556.00",""
"Morocco","Production","2019","tonnes","41773.00","Im"
"Morocco","Production","2018","tonnes","40808.00","Im"
"Morocco","Production","2017","tonnes","34411.00","Im"
"Morocco","Production","2016","tonnes","32530.00","Im"
"Morocco","Production","2015","tonnes","38619.00","Im"
"Morocco","Production","2014","tonnes","32708.00","Im"
"Morocco","Production","2013","tonnes","37000.00","F"
"Morocco","Production","2012","tonnes","34500.00","F"
"Morocco","Production","2011","tonnes","34000.00","F"
"Morocco","Production","2010","tonnes","33695.00","Im"
"Morocco","Production","2009","tonnes","29498.00","Im"
"Morocco","Production","2008","tonnes","35000.00","F"
"Morocco","Production","2007","tonnes","37000.00","F"
"Morocco","Production","2006","tonnes","36159.00",""
"Morocco","Production","2005","tonnes","37560.00",""
"Morocco","Production","2004","tonnes","35000.00",""
"Morocco","Production","2003","tonnes","34293.00",""
"Morocco","Production","2002","tonnes","33066.00",""
"Morocco","Production","2001","tonnes","27627.00",""
"Morocco","Production","2000","tonnes","29900.00",""
"Morocco","Production","1999","tonnes","49337.00",""
"Morocco","Production","1998","tonnes","29740.00",""
"Morocco","Production","1997","tonnes","37610.00",""
"Morocco","Production","1996","tonnes","28450.00",""
"Morocco","Production","1995","tonnes","17250.00",""
"Morocco","Production","1994","tonnes","27860.00",""
"Morocco","Production","1993","tonnes","33200.00",""
"Morocco","Production","1992","tonnes","43480.00",""
"Morocco","Production","1991","tonnes","38950.00",""
"Morocco","Production","1990","tonnes","30070.00",""
"Morocco","Production","1989","tonnes","50210.00",""
"Morocco","Production","1988","tonnes","35400.00",""
"Morocco","Production","1987","tonnes","45400.00",""
"Morocco","Production","1986","tonnes","45400.00",""
"Morocco","Production","1985","tonnes","37000.00",""
"Morocco","Production","1984","tonnes","35000.00",""
"Morocco","Production","1983","tonnes","42000.00",""
"Morocco","Production","1982","tonnes","35000.00",""
"Morocco","Production","1981","tonnes","84000.00",""
"Morocco","Production","1980","tonnes","91000.00",""
"Morocco","Production","1979","tonnes","110000.00",""
"Morocco","Production","1978","tonnes","55000.00",""
"Morocco","Production","1977","tonnes","81000.00",""
"Morocco","Production","1976","tonnes","77000.00",""
"Morocco","Production","1975","tonnes","100000.00",""
"Morocco","Production","1974","tonnes","127000.00",""
"Morocco","Production","1973","tonnes","126000.00",""
"Morocco","Production","1972","tonnes","114618.00",""
"Morocco","Production","1971","tonnes","115000.00",""
"Morocco","Production","1970","tonnes","125260.00",""
"Morocco","Production","1969","tonnes","70000.00",""
"Morocco","Production","1968","tonnes","175000.00",""
"Morocco","Production","1967","tonnes","136880.00",""
"Morocco","Production","1966","tonnes","211000.00",""
"Morocco","Production","1965","tonnes","344878.00",""
"Morocco","Production","1964","tonnes","245862.00",""
"Morocco","Production","1963","tonnes","257900.00",""
"Morocco","Production","1962","tonnes","189600.00",""
"Morocco","Production","1961","tonnes","223200.00",""
"Net Food Importing Developing Countries","Production","2019","tonnes","190261.00","A"
"Net Food Importing Developing Countries","Production","2018","tonnes","184545.00","A"
"Net Food Importing Developing Countries","Production","2017","tonnes","172559.00","A"
"Net Food Importing Developing Countries","Production","2016","tonnes","164612.00","A"
"Net Food Importing Developing Countries","Production","2015","tonnes","171984.00","A"
"Net Food Importing Developing Countries","Production","2014","tonnes","163727.00","A"
"Net Food Importing Developing Countries","Production","2013","tonnes","165349.00","A"
"Net Food Importing Developing Countries","Production","2012","tonnes","154855.00","A"
"Net Food Importing Developing Countries","Production","2011","tonnes","145151.00","A"
"Net Food Importing Developing Countries","Production","2010","tonnes","132657.00","A"
"Net Food Importing Developing Countries","Production","2009","tonnes","138882.00","A"
"Net Food Importing Developing Countries","Production","2008","tonnes","161262.00","A"
"Net Food Importing Developing Countries","Production","2007","tonnes","153430.00","A"
"Net Food Importing Developing Countries","Production","2006","tonnes","157828.00","A"
"Net Food Importing Developing Countries","Production","2005","tonnes","151901.00","A"
"Net Food Importing Developing Countries","Production","2004","tonnes","145205.00","A"
"Net Food Importing Developing Countries","Production","2003","tonnes","129837.00","A"
"Net Food Importing Developing Countries","Production","2002","tonnes","124701.00","A"
"Net Food Importing Developing Countries","Production","2001","tonnes","123018.00","A"
"Net Food Importing Developing Countries","Production","2000","tonnes","129687.00","A"
"Net Food Importing Developing Countries","Production","1999","tonnes","133013.00","A"
"Net Food Importing Developing Countries","Production","1998","tonnes","86537.00","A"
"Net Food Importing Developing Countries","Production","1997","tonnes","96779.00","A"
"Net Food Importing Developing Countries","Production","1996","tonnes","71358.00","A"
"Net Food Importing Developing Countries","Production","1995","tonnes","65634.00","A"
"Net Food Importing Developing Countries","Production","1994","tonnes","72323.00","A"
"Net Food Importing Developing Countries","Production","1993","tonnes","82608.00","A"
"Net Food Importing Developing Countries","Production","1992","tonnes","92729.00","A"
"Net Food Importing Developing Countries","Production","1991","tonnes","99659.00","A"
"Net Food Importing Developing Countries","Production","1990","tonnes","75124.00","A"
"Net Food Importing Developing Countries","Production","1989","tonnes","94409.00","A"
"Net Food Importing Developing Countries","Production","1988","tonnes","76910.00","A"
"Net Food Importing Developing Countries","Production","1987","tonnes","105319.00","A"
"Net Food Importing Developing Countries","Production","1986","tonnes","103429.00","A"
"Net Food Importing Developing Countries","Production","1985","tonnes","110239.00","A"
"Net Food Importing Developing Countries","Production","1984","tonnes","120157.00","A"
"Net Food Importing Developing Countries","Production","1983","tonnes","113923.00","A"
"Net Food Importing Developing Countries","Production","1982","tonnes","100483.00","A"
"Net Food Importing Developing Countries","Production","1981","tonnes","158091.00","A"
"Net Food Importing Developing Countries","Production","1980","tonnes","170899.00","A"
"Net Food Importing Developing Countries","Production","1979","tonnes","190908.00","A"
"Net Food Importing Developing Countries","Production","1978","tonnes","124520.00","A"
"Net Food Importing Developing Countries","Production","1977","tonnes","174531.00","A"
"Net Food Importing Developing Countries","Production","1976","tonnes","153532.00","A"
"Net Food Importing Developing Countries","Production","1975","tonnes","213416.00","A"
"Net Food Importing Developing Countries","Production","1974","tonnes","250626.00","A"
"Net Food Importing Developing Countries","Production","1973","tonnes","245662.00","A"
"Net Food Importing Developing Countries","Production","1972","tonnes","232459.00","A"
"Net Food Importing Developing Countries","Production","1971","tonnes","232173.00","A"
"Net Food Importing Developing Countries","Production","1970","tonnes","196410.00","A"
"Net Food Importing Developing Countries","Production","1969","tonnes","168181.00","A"
"Net Food Importing Developing Countries","Production","1968","tonnes","288965.00","A"
"Net Food Importing Developing Countries","Production","1967","tonnes","247190.00","A"
"Net Food Importing Developing Countries","Production","1966","tonnes","348812.00","A"
"Net Food Importing Developing Countries","Production","1965","tonnes","544282.00","A"
"Net Food Importing Developing Countries","Production","1964","tonnes","442018.00","A"
"Net Food Importing Developing Countries","Production","1963","tonnes","470118.00","A"
"Net Food Importing Developing Countries","Production","1962","tonnes","389841.00","A"
"Net Food Importing Developing Countries","Production","1961","tonnes","378200.00","A"
"New Zealand","Production","2019","tonnes","297400.00",""
"New Zealand","Production","2018","tonnes","301700.00",""
"New Zealand","Production","2017","tonnes","285100.00",""
"New Zealand","Production","2016","tonnes","313900.00",""
"New Zealand","Production","2015","tonnes","234700.00",""
"New Zealand","Production","2014","tonnes","320400.00",""
"New Zealand","Production","2013","tonnes","248400.00",""
"New Zealand","Production","2012","tonnes","194000.00",""
"New Zealand","Production","2011","tonnes","235000.00",""
"New Zealand","Production","2010","tonnes","190000.00",""
"New Zealand","Production","2009","tonnes","205000.00",""
"New Zealand","Production","2008","tonnes","205200.00",""
"New Zealand","Production","2007","tonnes","147600.00",""
"New Zealand","Production","2006","tonnes","133200.00",""
"New Zealand","Production","2005","tonnes","102000.00",""
"New Zealand","Production","2004","tonnes","119200.00",""
"New Zealand","Production","2003","tonnes","55000.00",""
"New Zealand","Production","2002","tonnes","89000.00",""
"New Zealand","Production","2001","tonnes","53300.00",""
"New Zealand","Production","2000","tonnes","60200.00",""
"New Zealand","Production","1999","tonnes","60200.00",""
"New Zealand","Production","1998","tonnes","60600.00",""
"New Zealand","Production","1997","tonnes","45800.00",""
"New Zealand","Production","1996","tonnes","57300.00",""
"New Zealand","Production","1995","tonnes","56400.00",""
"New Zealand","Production","1994","tonnes","41100.00",""
"New Zealand","Production","1993","tonnes","32500.00",""
"New Zealand","Production","1992","tonnes","41600.00",""
"New Zealand","Production","1991","tonnes","49925.00",""
"New Zealand","Production","1990","tonnes","54445.00",""
"New Zealand","Production","1989","tonnes","45647.00",""
"New Zealand","Production","1988","tonnes","39192.00",""
"New Zealand","Production","1987","tonnes","37738.00",""
"New Zealand","Production","1986","tonnes","42392.00",""
"New Zealand","Production","1985","tonnes","59626.00",""
"New Zealand","Production","1984","tonnes","41684.00",""
"New Zealand","Production","1983","tonnes","57743.00",""
"New Zealand","Production","1982","tonnes","47001.00",""
"New Zealand","Production","1981","tonnes","44353.00",""
"New Zealand","Production","1980","tonnes","46647.00",""
"New Zealand","Production","1979","tonnes","42341.00",""
"New Zealand","Production","1978","tonnes","40510.00",""
"New Zealand","Production","1977","tonnes","33212.00",""
"New Zealand","Production","1976","tonnes","29952.00",""
"New Zealand","Production","1975","tonnes","24772.00",""
"New Zealand","Production","1974","tonnes","30961.00",""
"New Zealand","Production","1973","tonnes","33613.00",""
"New Zealand","Production","1972","tonnes","24516.00",""
"New Zealand","Production","1971","tonnes","20500.00",""
"New Zealand","Production","1970","tonnes","18500.00",""
"New Zealand","Production","1969","tonnes","16400.00",""
"New Zealand","Production","1968","tonnes","13700.00",""
"New Zealand","Production","1967","tonnes","10340.00",""
"New Zealand","Production","1966","tonnes","8770.00",""
"New Zealand","Production","1965","tonnes","7820.00",""
"New Zealand","Production","1964","tonnes","6778.00",""
"New Zealand","Production","1963","tonnes","6003.00",""
"New Zealand","Production","1962","tonnes","5201.00",""
"New Zealand","Production","1961","tonnes","4319.00",""
"North Macedonia","Production","2019","tonnes","90624.00",""
"North Macedonia","Production","2018","tonnes","102633.00",""
"North Macedonia","Production","2017","tonnes","36934.00",""
"North Macedonia","Production","2016","tonnes","78501.00",""
"North Macedonia","Production","2015","tonnes","79708.00",""
"North Macedonia","Production","2014","tonnes","51013.00",""
"North Macedonia","Production","2013","tonnes","102363.00",""
"North Macedonia","Production","2012","tonnes","78077.00",""
"North Macedonia","Production","2011","tonnes","66530.00",""
"North Macedonia","Production","2010","tonnes","77209.00",""
"North Macedonia","Production","2009","tonnes","95506.00",""
"North Macedonia","Production","2008","tonnes","92435.00",""
"North Macedonia","Production","2007","tonnes","107470.00",""
"North Macedonia","Production","2006","tonnes","61549.00",""
"North Macedonia","Production","2005","tonnes","83604.00",""
"North Macedonia","Production","2004","tonnes","105850.00",""
"North Macedonia","Production","2003","tonnes","93038.00",""
"North Macedonia","Production","2002","tonnes","44700.00",""
"North Macedonia","Production","2001","tonnes","83000.00",""
"North Macedonia","Production","2000","tonnes","96142.00",""
"North Macedonia","Production","1999","tonnes","91187.00",""
"North Macedonia","Production","1998","tonnes","122710.00",""
"North Macedonia","Production","1997","tonnes","113593.00",""
"North Macedonia","Production","1996","tonnes","101030.00",""
"North Macedonia","Production","1995","tonnes","91053.00",""
"North Macedonia","Production","1994","tonnes","88024.00",""
"North Macedonia","Production","1993","tonnes","51151.00",""
"North Macedonia","Production","1992","tonnes","136456.00",""
"Northern Africa","Production","2019","tonnes","105016.00","A"
"Northern Africa","Production","2018","tonnes","97735.00","A"
"Northern Africa","Production","2017","tonnes","93650.00","A"
"Northern Africa","Production","2016","tonnes","75472.00","A"
"Northern Africa","Production","2015","tonnes","86613.00","A"
"Northern Africa","Production","2014","tonnes","82305.00","A"
"Northern Africa","Production","2013","tonnes","124100.00","A"
"Northern Africa","Production","2012","tonnes","116603.00","A"
"Northern Africa","Production","2011","tonnes","109310.00","A"
"Northern Africa","Production","2010","tonnes","69339.00","A"
"Northern Africa","Production","2009","tonnes","124609.00","A"
"Northern Africa","Production","2008","tonnes","128338.00","A"
"Northern Africa","Production","2007","tonnes","121075.00","A"
"Northern Africa","Production","2006","tonnes","182652.00","A"
"Northern Africa","Production","2005","tonnes","162923.00","A"
"Northern Africa","Production","2004","tonnes","162639.00","A"
"Northern Africa","Production","2003","tonnes","123367.00","A"
"Northern Africa","Production","2002","tonnes","113638.00","A"
"Northern Africa","Production","2001","tonnes","104835.00","A"
"Northern Africa","Production","2000","tonnes","114915.00","A"
"Northern Africa","Production","1999","tonnes","139528.00","A"
"Northern Africa","Production","1998","tonnes","102440.00","A"
"Northern Africa","Production","1997","tonnes","113196.00","A"
"Northern Africa","Production","1996","tonnes","92336.00","A"
"Northern Africa","Production","1995","tonnes","105079.00","A"
"Northern Africa","Production","1994","tonnes","108754.00","A"
"Northern Africa","Production","1993","tonnes","133895.00","A"
"Northern Africa","Production","1992","tonnes","119837.00","A"
"Northern Africa","Production","1991","tonnes","128650.00","A"
"Northern Africa","Production","1990","tonnes","106620.00","A"
"Northern Africa","Production","1989","tonnes","125283.00","A"
"Northern Africa","Production","1988","tonnes","119983.00","A"
"Northern Africa","Production","1987","tonnes","178450.00","A"
"Northern Africa","Production","1986","tonnes","175510.00","A"
"Northern Africa","Production","1985","tonnes","185600.00","A"
"Northern Africa","Production","1984","tonnes","241788.00","A"
"Northern Africa","Production","1983","tonnes","284841.00","A"
"Northern Africa","Production","1982","tonnes","235834.00","A"
"Northern Africa","Production","1981","tonnes","409275.00","A"
"Northern Africa","Production","1980","tonnes","438301.00","A"
"Northern Africa","Production","1979","tonnes","446235.00","A"
"Northern Africa","Production","1978","tonnes","289762.00","A"
"Northern Africa","Production","1977","tonnes","410059.00","A"
"Northern Africa","Production","1976","tonnes","514662.00","A"
"Northern Africa","Production","1975","tonnes","629355.00","A"
"Northern Africa","Production","1974","tonnes","868199.00","A"
"Northern Africa","Production","1973","tonnes","826197.00","A"
"Northern Africa","Production","1972","tonnes","797348.00","A"
"Northern Africa","Production","1971","tonnes","1146524.00","A"
"Northern Africa","Production","1970","tonnes","1055259.00","A"
"Northern Africa","Production","1969","tonnes","1031362.00","A"
"Northern Africa","Production","1968","tonnes","1272942.00","A"
"Northern Africa","Production","1967","tonnes","881974.00","A"
"Northern Africa","Production","1966","tonnes","1021296.00","A"
"Northern Africa","Production","1965","tonnes","1936512.00","A"
"Northern Africa","Production","1964","tonnes","1482161.00","A"
"Northern Africa","Production","1963","tonnes","1719081.00","A"
"Northern Africa","Production","1962","tonnes","1882041.00","A"
"Northern Africa","Production","1961","tonnes","1735634.00","A"
"Northern America","Production","2019","tonnes","2652625.00","A"
"Northern America","Production","2018","tonnes","2454292.00","A"
"Northern America","Production","2017","tonnes","2240895.00","A"
"Northern America","Production","2016","tonnes","2784655.00","A"
"Northern America","Production","2015","tonnes","3326420.00","A"
"Northern America","Production","2014","tonnes","3358195.00","A"
"Northern America","Production","2013","tonnes","3286720.00","A"
"Northern America","Production","2012","tonnes","3049041.00","A"
"Northern America","Production","2011","tonnes","2699418.00","A"
"Northern America","Production","2010","tonnes","2761743.00","A"
"Northern America","Production","2009","tonnes","2775388.00","A"
"Northern America","Production","2008","tonnes","2584320.00","A"
"Northern America","Production","2007","tonnes","2538155.00","A"
"Northern America","Production","2006","tonnes","2412668.00","A"
"Northern America","Production","2005","tonnes","2917134.00","A"
"Northern America","Production","2004","tonnes","2518220.00","A"
"Northern America","Production","2003","tonnes","2450889.00","A"
"Northern America","Production","2002","tonnes","2332886.00","A"
"Northern America","Production","2001","tonnes","2439534.00","A"
"Northern America","Production","2000","tonnes","2529791.00","A"
"Northern America","Production","1999","tonnes","2126170.00","A"
"Northern America","Production","1998","tonnes","2089592.00","A"
"Northern America","Production","1997","tonnes","2652047.00","A"
"Northern America","Production","1996","tonnes","1920985.00","A"
"Northern America","Production","1995","tonnes","1902283.00","A"
"Northern America","Production","1994","tonnes","1785093.00","A"
"Northern America","Production","1993","tonnes","1969048.00","A"
"Northern America","Production","1992","tonnes","1555647.00","A"
"Northern America","Production","1991","tonnes","1759586.00","A"
"Northern America","Production","1990","tonnes","1877729.00","A"
"Northern America","Production","1989","tonnes","1857980.00","A"
"Northern America","Production","1988","tonnes","2065229.00","A"
"Northern America","Production","1987","tonnes","1958761.00","A"
"Northern America","Production","1986","tonnes","1984099.00","A"
"Northern America","Production","1985","tonnes","1768209.00","A"
"Northern America","Production","1984","tonnes","1726220.00","A"
"Northern America","Production","1983","tonnes","1528822.00","A"
"Northern America","Production","1982","tonnes","1995871.00","A"
"Northern America","Production","1981","tonnes","1675402.00","A"
"Northern America","Production","1980","tonnes","1845493.00","A"
"Northern America","Production","1979","tonnes","1648918.00","A"
"Northern America","Production","1978","tonnes","1668003.00","A"
"Northern America","Production","1977","tonnes","1620626.00","A"
"Northern America","Production","1976","tonnes","1485902.00","A"
"Northern America","Production","1975","tonnes","1500416.00","A"
"Northern America","Production","1974","tonnes","1462173.00","A"
"Northern America","Production","1973","tonnes","1624520.00","A"
"Northern America","Production","1972","tonnes","1246000.00","A"
"Northern America","Production","1971","tonnes","1425163.00","A"
"Northern America","Production","1970","tonnes","1010688.00","A"
"Northern America","Production","1969","tonnes","1058738.00","A"
"Northern America","Production","1968","tonnes","846189.00","A"
"Northern America","Production","1967","tonnes","813670.00","A"
"Northern America","Production","1966","tonnes","762951.00","A"
"Northern America","Production","1965","tonnes","855030.00","A"
"Northern America","Production","1964","tonnes","756988.00","A"
"Northern America","Production","1963","tonnes","760509.00","A"
"Northern America","Production","1962","tonnes","720223.00","A"
"Northern America","Production","1961","tonnes","663459.00","A"
"Northern Europe","Production","2019","tonnes","8206.00","A"
"Northern Europe","Production","2018","tonnes","7844.00","A"
"Northern Europe","Production","2017","tonnes","7795.00","A"
"Northern Europe","Production","2016","tonnes","7812.00","A"
"Northern Europe","Production","2015","tonnes","6907.00","A"
"Northern Europe","Production","2014","tonnes","8903.00","A"
"Northern Europe","Production","2013","tonnes","8368.00","A"
"Northern Europe","Production","2012","tonnes","9898.00","A"
"Northern Europe","Production","2011","tonnes","9913.00","A"
"Northern Europe","Production","2010","tonnes","11034.00","A"
"Northern Europe","Production","2009","tonnes","8468.00","A"
"Northern Europe","Production","2008","tonnes","12191.00","A"
"Northern Europe","Production","2007","tonnes","12873.00","A"
"Northern Europe","Production","2006","tonnes","13737.00","A"
"Northern Europe","Production","2005","tonnes","16681.00","A"
"Northern Europe","Production","2004","tonnes","6434.00","A"
"Northern Europe","Production","2003","tonnes","5000.00","A"
"Northern Europe","Production","2002","tonnes","5675.00","A"
"Northern Europe","Production","2001","tonnes","5774.00","A"
"Northern Europe","Production","2000","tonnes","5349.00","A"
"Northern Europe","Production","1999","tonnes","7755.00","A"
"Northern Europe","Production","1998","tonnes","7254.00","A"
"Northern Europe","Production","1997","tonnes","5420.00","A"
"Northern Europe","Production","1996","tonnes","7790.00","A"
"Northern Europe","Production","1995","tonnes","7633.00","A"
"Northern Europe","Production","1994","tonnes","5305.00","A"
"Northern Europe","Production","1993","tonnes","9260.00","A"
"Northern Europe","Production","1992","tonnes","15790.00","A"
"Northern Europe","Production","1991","tonnes","1500.00","A"
"Northern Europe","Production","1990","tonnes","1400.00","A"
"Northern Europe","Production","1989","tonnes","2100.00","A"
"Northern Europe","Production","1988","tonnes","600.00","A"
"Northern Europe","Production","1987","tonnes","500.00","A"
"Northern Europe","Production","1986","tonnes","800.00","A"
"Northern Europe","Production","1985","tonnes","600.00","A"
"Northern Europe","Production","1984","tonnes","700.00","A"
"Northern Europe","Production","1983","tonnes","700.00","A"
"Northern Europe","Production","1982","tonnes","700.00","A"
"Northern Europe","Production","1981","tonnes","700.00","A"
"Norway","Production","2013","tonnes","0.00",""
"Norway","Production","2012","tonnes","0.00",""
"Oceania","Production","2019","tonnes","1494400.00","A"
"Oceania","Production","2018","tonnes","1586700.00","A"
"Oceania","Production","2017","tonnes","1654100.00","A"
"Oceania","Production","2016","tonnes","1612900.00","A"
"Oceania","Production","2015","tonnes","1425893.00","A"
"Oceania","Production","2014","tonnes","1506743.00","A"
"Oceania","Production","2013","tonnes","1479412.00","A"
"Oceania","Production","2012","tonnes","1419919.00","A"
"Oceania","Production","2011","tonnes","1352836.00","A"
"Oceania","Production","2010","tonnes","1332297.00","A"
"Oceania","Production","2009","tonnes","1387624.00","A"
"Oceania","Production","2008","tonnes","1449980.00","A"
"Oceania","Production","2007","tonnes","1109572.00","A"
"Oceania","Production","2006","tonnes","1562988.00","A"
"Oceania","Production","2005","tonnes","1535827.00","A"
"Oceania","Production","2004","tonnes","1590428.00","A"
"Oceania","Production","2003","tonnes","1140985.00","A"
"Oceania","Production","2002","tonnes","1239900.00","A"
"Oceania","Production","2001","tonnes","1069600.00","A"
"Oceania","Production","2000","tonnes","866500.00","A"
"Oceania","Production","1999","tonnes","911343.00","A"
"Oceania","Production","1998","tonnes","802147.00","A"
"Oceania","Production","1997","tonnes","663179.00","A"
"Oceania","Production","1996","tonnes","730745.00","A"
"Oceania","Production","1995","tonnes","559196.00","A"
"Oceania","Production","1994","tonnes","628477.00","A"
"Oceania","Production","1993","tonnes","494336.00","A"
"Oceania","Production","1992","tonnes","500101.00","A"
"Oceania","Production","1991","tonnes","444214.00","A"
"Oceania","Production","1990","tonnes","499029.00","A"
"Oceania","Production","1989","tonnes","545580.00","A"
"Oceania","Production","1988","tonnes","446964.00","A"
"Oceania","Production","1987","tonnes","438798.00","A"
"Oceania","Production","1986","tonnes","431592.00","A"
"Oceania","Production","1985","tonnes","510837.00","A"
"Oceania","Production","1984","tonnes","437928.00","A"
"Oceania","Production","1983","tonnes","397843.00","A"
"Oceania","Production","1982","tonnes","449701.00","A"
"Oceania","Production","1981","tonnes","418626.00","A"
"Oceania","Production","1980","tonnes","460884.00","A"
"Oceania","Production","1979","tonnes","377433.00","A"
"Oceania","Production","1978","tonnes","380087.00","A"
"Oceania","Production","1977","tonnes","416270.00","A"
"Oceania","Production","1976","tonnes","386197.00","A"
"Oceania","Production","1975","tonnes","385949.00","A"
"Oceania","Production","1974","tonnes","325661.00","A"
"Oceania","Production","1973","tonnes","313556.00","A"
"Oceania","Production","1972","tonnes","314755.00","A"
"Oceania","Production","1971","tonnes","275465.00","A"
"Oceania","Production","1970","tonnes","305400.00","A"
"Oceania","Production","1969","tonnes","251772.00","A"
"Oceania","Production","1968","tonnes","214774.00","A"
"Oceania","Production","1967","tonnes","199063.00","A"
"Oceania","Production","1966","tonnes","163902.00","A"
"Oceania","Production","1965","tonnes","184720.00","A"
"Oceania","Production","1964","tonnes","177417.00","A"
"Oceania","Production","1963","tonnes","141897.00","A"
"Oceania","Production","1962","tonnes","194933.00","A"
"Oceania","Production","1961","tonnes","157800.00","A"
"Panama","Production","2019","tonnes","95.00",""
"Panama","Production","2018","tonnes","83.00",""
"Panama","Production","2017","tonnes","120.00",""
"Panama","Production","2016","tonnes","101.00",""
"Panama","Production","2015","tonnes","73.00",""
"Panama","Production","2014","tonnes","159.00",""
"Panama","Production","2013","tonnes","88.00",""
"Panama","Production","2012","tonnes","118.00",""
"Panama","Production","2011","tonnes","118.00",""
"Panama","Production","2010","tonnes","184.00",""
"Panama","Production","2009","tonnes","115.00",""
"Panama","Production","2008","tonnes","66.00",""
"Panama","Production","2007","tonnes","149.00",""
"Panama","Production","2006","tonnes","136.00",""
"Panama","Production","2005","tonnes","121.00",""
"Panama","Production","2004","tonnes","157.00",""
"Panama","Production","2003","tonnes","139.00",""
"Panama","Production","2002","tonnes","134.00",""
"Panama","Production","2001","tonnes","99.00",""
"Panama","Production","2000","tonnes","135.00",""
"Panama","Production","1999","tonnes","193.00",""
"Panama","Production","1998","tonnes","168.00",""
"Panama","Production","1997","tonnes","153.00",""
"Panama","Production","1996","tonnes","214.00",""
"Panama","Production","1995","tonnes","176.00",""
"Panama","Production","1994","tonnes","198.00",""
"Panama","Production","1993","tonnes","244.00",""
"Panama","Production","1992","tonnes","177.00",""
"Panama","Production","1991","tonnes","159.00",""
"Panama","Production","1990","tonnes","180.00",""
"Panama","Production","1989","tonnes","117.00",""
"Panama","Production","1988","tonnes","120.00",""
"Panama","Production","1987","tonnes","156.00",""
"Panama","Production","1986","tonnes","159.00",""
"Panama","Production","1985","tonnes","151.00",""
"Panama","Production","1984","tonnes","214.00",""
"Panama","Production","1983","tonnes","220.00",""
